crop,region,soil_type,season,year,avg_temperature,avg_rainfall,humidity,sunlight_hours,soil_ph,nitrogen_content,phosphorus_content,potassium_content,organic_matter,farm_area_ha,irrigation_type,fertilizer_kg_ha,pesticide_l_ha,yield_per_ha,total_yield_tons
Wheat,East,Clay,Rabi,2020,32.8,231.18,68.59,8.14,6.79,195.08,40.42,243.47,3.21,11.65,Flood,160.85,6.07,2.68,31.2
Potato,South,Sandy,Zaid,2021,29.01,109.57,75.13,5.9,7.04,131.27,36.92,171.92,3.44,15.53,Sprinkler,200.16,7.44,11.92,185.08
Maize,South,Clay,Zaid,2021,20.02,49.36,58.09,7.78,5.64,142.01,29.38,292.88,1.99,3.79,Sprinkler,99.02,6.11,1.42,5.38
Tomato,Central,Sandy,Kharif,2022,26.56,43.19,65.83,4.04,5.52,165.72,12.57,77.01,2.02,8.61,Flood,193.01,5.13,3.62,31.15
Tomato,East,Clay,Rabi,2019,23.72,29.11,70.85,4.91,6.54,252.22,71.2,173.39,3.66,25.18,Sprinkler,82.87,2.75,5.98,150.66
Rice,West,Loamy,Zaid,2019,30.37,74.79,60.55,11.26,7.64,282.37,31.66,255.95,4.8,9.11,Rainfed,50.39,6.36,1.09,9.94
Cotton,West,Loamy,Kharif,2021,37.9,32.16,59.19,7.65,6.61,136.31,39.33,237.79,0.82,0.92,Rainfed,138.69,9.42,0.5,0.46
Rice,South,Silt,Zaid,2020,32.17,133.53,58.1,8.75,5.53,290.83,73.93,203.14,4.43,6.94,Flood,80.14,9.02,2.4,16.62
Cotton,North,Silt,Rabi,2015,15.85,21.18,61.1,6.36,6.96,273.16,13.06,80.75,3.01,2.6,Drip,232.29,6.52,0.5,1.3
Tomato,East,Sandy,Zaid,2020,25.87,137.93,61.5,9.38,6.33,191.89,65.23,161.6,4.09,9.14,Sprinkler,264.39,9.17,24.03,219.66
Soybean,Central,Loamy,Zaid,2017,31.35,66.39,70.05,9.64,7.57,212.37,21.68,157.63,1.14,11.54,Drip,136.47,1.54,0.7,8.03
Wheat,East,Silt,Kharif,2024,11.01,123.8,71.85,6.72,5.72,222.89,31.79,219.28,3.23,2.77,Flood,104.47,9.88,1.79,4.96
Maize,North,Loamy,Rabi,2021,18.52,86.47,41.38,8.04,8.39,215.26,12.73,57.74,2.25,1.37,Sprinkler,55.84,7.56,1.39,1.91
Soybean,South,Peat,Rabi,2023,28.39,54.14,85.0,4.93,8.37,194.19,72.19,200.74,4.22,21.18,Flood,122.1,9.61,0.62,13.09
Maize,East,Silt,Rabi,2020,12.43,97.96,47.71,8.43,7.13,328.57,68.36,160.11,1.86,2.0,Drip,98.66,0.58,2.88,5.77
Tomato,North,Sandy,Kharif,2021,15.99,51.51,88.32,8.46,6.54,274.14,19.74,161.01,3.32,3.86,Flood,150.44,9.94,8.52,32.86
Rice,West,Clay,Rabi,2023,33.81,116.93,50.07,7.16,5.62,242.66,48.01,106.94,4.84,12.51,Drip,230.54,5.33,2.48,31.07
Tomato,East,Loamy,Zaid,2021,40.67,34.0,79.53,5.0,7.88,182.73,71.4,286.01,1.17,3.61,Flood,295.25,4.83,4.46,16.09
Rice,South,Silt,Kharif,2024,10.82,53.66,50.16,10.09,6.66,253.38,44.46,194.32,4.4,20.25,Flood,151.9,8.28,1.07,21.7
Soybean,North,Silt,Zaid,2019,35.1,105.22,87.8,5.6,5.83,356.19,40.74,261.74,4.52,0.82,Rainfed,270.87,4.48,1.05,0.86
Rice,South,Clay,Kharif,2019,30.25,21.93,63.84,9.5,7.67,307.76,19.41,124.85,2.11,8.66,Rainfed,119.69,2.11,0.5,4.33
Rice,North,Sandy,Zaid,2017,26.56,20.89,89.89,9.41,7.99,188.39,11.0,234.47,4.25,7.24,Rainfed,85.71,7.53,0.5,3.62
Tomato,East,Peat,Rabi,2024,34.51,207.03,70.68,4.71,6.96,123.29,38.53,151.78,0.8,2.64,Sprinkler,77.75,8.08,17.88,47.28
Potato,North,Silt,Zaid,2021,30.67,27.51,87.76,8.18,6.4,123.06,45.04,248.63,3.68,0.76,Flood,68.23,4.03,3.15,2.38
Wheat,East,Sandy,Rabi,2022,18.85,182.7,86.46,7.24,8.22,196.45,43.35,106.51,3.38,19.81,Sprinkler,200.87,3.58,2.02,40.07
Sugarcane,North,Loamy,Zaid,2020,17.48,33.12,84.43,8.02,6.85,275.76,53.73,67.94,3.57,1.88,Drip,228.49,8.23,13.19,24.86
Potato,East,Sandy,Kharif,2022,33.48,35.42,78.77,6.17,6.99,185.28,19.37,207.39,0.74,7.4,Drip,129.4,0.0,4.62,34.25
Soybean,Central,Clay,Kharif,2020,47.08,24.8,53.81,9.66,5.69,351.8,10.27,111.71,3.83,2.4,Sprinkler,75.47,3.6,0.5,1.2
Maize,Central,Sandy,Kharif,2023,21.19,175.56,84.59,7.47,8.23,213.2,77.49,72.32,3.59,3.9,Sprinkler,146.91,6.33,3.56,13.9
Soybean,South,Loamy,Kharif,2024,32.0,20.44,48.35,9.7,7.5,389.81,63.27,287.69,3.66,2.27,Drip,76.34,7.82,0.5,1.13
Cotton,South,Sandy,Zaid,2019,23.88,334.19,65.02,7.46,6.87,162.66,35.81,142.45,0.74,7.8,Sprinkler,154.13,8.22,1.14,8.9
Rice,North,Sandy,Kharif,2020,21.4,43.82,72.87,7.78,8.14,164.72,57.45,201.94,1.83,1.23,Sprinkler,212.91,7.39,0.8,0.99
Sugarcane,North,Sandy,Rabi,2015,15.48,144.9,49.96,11.12,6.36,210.34,14.07,77.88,2.82,2.06,Sprinkler,258.87,0.15,34.61,71.19
Potato,Central,Clay,Zaid,2016,38.14,61.15,40.97,4.99,6.74,247.86,38.3,182.73,3.18,0.55,Rainfed,166.02,9.63,5.53,3.04
Tomato,East,Peat,Zaid,2016,15.55,168.72,78.65,8.17,8.43,137.67,11.19,242.54,4.13,1.14,Rainfed,116.4,0.18,11.54,13.16
Soybean,Central,Clay,Zaid,2023,33.91,168.34,65.9,6.78,6.62,100.41,30.99,211.61,4.88,9.89,Flood,55.9,8.99,1.51,14.95
Tomato,North,Clay,Rabi,2021,23.21,70.75,55.15,4.53,6.18,173.98,43.89,236.86,2.63,0.8,Rainfed,289.45,9.43,10.44,8.33
Rice,West,Silt,Kharif,2016,36.92,494.76,67.22,11.7,5.73,209.7,25.78,98.96,1.13,5.37,Flood,245.33,5.78,0.84,4.51
Maize,North,Sandy,Rabi,2024,28.99,69.13,73.71,6.08,6.54,375.25,30.34,167.5,4.51,6.65,Flood,65.55,1.47,1.98,13.18
Potato,Central,Peat,Rabi,2022,34.12,119.67,62.38,5.07,8.37,258.9,26.93,175.15,3.56,0.9,Rainfed,118.68,8.07,9.66,8.66
Rice,North,Peat,Zaid,2018,7.31,24.49,48.29,7.56,6.13,114.99,69.06,295.3,4.07,10.11,Rainfed,110.49,9.61,0.5,5.06
Tomato,South,Silt,Rabi,2022,37.27,322.47,89.74,9.69,8.44,270.86,28.17,159.25,3.17,0.88,Rainfed,205.59,9.81,9.16,8.06
Potato,North,Loamy,Rabi,2020,28.41,161.6,48.08,7.82,7.65,174.2,54.84,216.65,1.23,4.66,Flood,242.91,4.99,15.68,73.11
Sugarcane,South,Silt,Kharif,2016,25.15,20.91,57.85,11.41,6.19,290.31,25.55,130.42,4.32,7.03,Drip,73.85,4.29,8.67,60.88
Rice,West,Clay,Zaid,2020,41.8,32.61,54.44,7.18,8.26,397.98,13.14,240.25,2.17,2.99,Sprinkler,238.57,9.18,0.59,1.78
Wheat,Central,Peat,Zaid,2020,23.02,106.07,57.86,10.3,6.25,269.22,35.1,214.16,1.58,1.56,Drip,279.56,1.02,2.79,4.36
Potato,East,Silt,Zaid,2015,21.74,320.5,69.08,7.49,7.24,255.01,63.11,120.62,2.09,11.73,Flood,286.61,8.93,14.07,164.93
Cotton,East,Clay,Zaid,2023,30.49,171.58,63.82,7.98,6.11,277.34,23.03,132.89,4.35,1.66,Sprinkler,67.79,0.69,1.85,3.07
Maize,West,Sandy,Kharif,2020,4.17,186.54,81.79,6.66,7.58,331.34,55.83,87.9,4.44,4.37,Flood,120.62,4.25,2.34,10.24
Rice,East,Peat,Kharif,2021,26.59,33.68,78.28,4.0,6.75,256.75,13.82,293.27,1.52,2.31,Drip,125.99,2.3,0.87,2.0
Cotton,North,Sandy,Rabi,2019,30.43,155.44,82.42,7.38,6.41,197.59,59.88,254.19,1.32,2.82,Flood,275.49,8.07,2.02,5.7
Sugarcane,North,Sandy,Kharif,2024,15.81,160.34,59.66,8.73,7.48,123.54,48.11,227.33,1.25,8.09,Rainfed,195.94,9.52,28.37,229.39
Rice,South,Clay,Kharif,2023,30.2,55.18,75.72,10.07,5.81,254.16,45.62,142.32,4.7,9.29,Sprinkler,224.3,7.14,1.18,10.96
Potato,West,Silt,Rabi,2017,12.98,273.82,74.73,9.83,8.09,182.22,66.49,98.81,2.05,2.54,Flood,294.63,8.57,10.04,25.54
Cotton,East,Peat,Zaid,2016,28.66,313.92,64.81,7.04,5.99,335.86,61.41,146.09,0.61,9.63,Drip,52.85,7.04,1.86,17.91
Maize,South,Peat,Kharif,2016,38.4,77.57,51.75,9.64,7.95,263.93,77.69,62.92,2.77,6.84,Flood,265.66,1.79,1.57,10.73
Tomato,West,Silt,Zaid,2022,7.77,34.12,83.26,5.26,6.43,187.01,71.0,218.18,4.09,1.94,Rainfed,206.22,5.72,3.72,7.23
Cotton,South,Peat,Kharif,2020,33.78,256.54,40.61,9.39,5.66,264.66,30.13,126.69,2.09,5.35,Rainfed,133.51,7.33,0.88,4.7
Rice,East,Peat,Rabi,2023,20.71,135.66,56.62,4.45,6.62,383.33,54.92,217.87,3.35,1.61,Flood,154.58,7.51,2.88,4.63
Wheat,South,Silt,Zaid,2015,11.34,52.55,53.82,7.46,8.44,120.25,46.31,94.84,4.87,1.1,Drip,150.9,7.38,0.5,0.55
Soybean,East,Sandy,Kharif,2019,10.23,70.69,53.21,5.64,6.95,180.56,30.12,214.19,4.86,5.13,Flood,69.24,0.76,0.76,3.92
Sugarcane,North,Clay,Rabi,2021,17.56,55.28,44.6,8.79,7.37,294.55,28.72,53.78,4.84,1.94,Sprinkler,219.01,7.07,17.18,33.4
Maize,West,Peat,Zaid,2018,16.02,111.05,83.3,11.57,5.82,146.45,76.13,234.13,4.47,1.63,Flood,196.9,7.01,3.0,4.89
Rice,West,Clay,Rabi,2015,17.66,72.45,40.77,8.66,6.26,235.08,77.03,149.76,4.28,1.54,Rainfed,218.12,9.77,1.05,1.62
Rice,East,Peat,Rabi,2024,24.81,29.72,77.42,11.32,6.8,177.61,40.41,230.86,0.54,4.95,Rainfed,203.32,6.38,0.51,2.51
Potato,East,Clay,Rabi,2015,23.61,145.19,44.57,5.59,8.13,321.62,10.96,112.09,1.46,2.08,Flood,111.89,0.63,17.29,35.95
Maize,Central,Silt,Zaid,2020,30.46,131.74,44.06,11.61,8.02,341.53,67.61,283.18,2.95,1.62,Drip,204.2,7.43,4.69,7.59
Potato,North,Sandy,Rabi,2024,36.9,93.7,43.42,6.97,8.26,275.33,47.68,117.21,2.16,11.79,Rainfed,216.62,7.87,6.81,80.27
Rice,West,Loamy,Zaid,2020,14.29,142.23,61.38,7.54,7.45,380.88,14.48,256.19,1.82,3.43,Sprinkler,55.48,3.01,2.97,10.2
Sugarcane,South,Clay,Zaid,2016,30.54,25.78,64.55,11.42,5.82,329.33,38.68,213.79,1.67,1.37,Sprinkler,90.12,0.7,9.93,13.59
Sugarcane,East,Sandy,Kharif,2016,31.32,188.27,74.26,4.88,6.37,192.94,27.5,178.75,2.91,2.71,Sprinkler,138.45,8.29,57.59,155.9
Cotton,South,Sandy,Zaid,2017,27.72,56.79,85.69,11.62,6.48,206.33,45.39,285.28,4.44,1.04,Drip,148.18,5.53,0.86,0.89
Maize,West,Silt,Zaid,2024,27.94,132.99,81.9,10.87,7.75,231.76,52.74,90.09,3.53,1.49,Rainfed,223.49,2.3,2.13,3.17
Sugarcane,East,Sandy,Rabi,2016,22.49,38.07,40.1,9.75,7.7,254.48,21.3,70.89,0.59,1.41,Rainfed,272.71,2.42,7.88,11.08
Tomato,East,Loamy,Zaid,2015,23.26,93.24,70.39,5.96,5.67,217.31,26.39,104.89,4.82,5.29,Flood,189.22,4.16,11.27,59.59
Rice,East,Silt,Rabi,2015,22.53,97.85,74.82,9.62,6.02,250.03,38.84,267.63,3.34,4.3,Drip,78.85,6.06,2.51,10.78
Sugarcane,East,Clay,Zaid,2016,17.84,137.79,50.31,7.13,8.19,161.29,45.55,154.82,0.58,8.37,Rainfed,67.26,4.74,26.98,225.83
Tomato,Central,Peat,Zaid,2015,21.74,119.0,74.43,6.03,5.53,317.03,47.5,259.03,4.2,9.77,Rainfed,171.27,3.34,17.48,170.71
Soybean,East,Peat,Rabi,2023,14.45,213.08,84.13,7.73,5.73,216.35,66.25,275.44,1.42,0.85,Sprinkler,269.34,3.89,1.97,1.67
Wheat,West,Clay,Rabi,2016,23.38,364.41,43.33,9.19,5.72,212.64,66.27,158.37,4.99,4.59,Sprinkler,130.29,2.2,1.93,8.85
Wheat,South,Silt,Rabi,2023,20.01,66.14,63.21,9.78,7.47,312.63,10.59,104.42,3.48,3.81,Sprinkler,51.33,8.04,1.28,4.86
Sugarcane,East,Loamy,Rabi,2021,23.52,99.5,43.32,10.13,7.25,334.59,62.62,250.75,2.83,1.26,Flood,217.79,6.2,44.71,56.15
Wheat,East,Clay,Rabi,2016,21.46,241.1,77.5,11.27,7.78,279.15,55.79,272.28,3.1,5.5,Rainfed,89.12,4.74,2.22,12.21
Cotton,East,Peat,Kharif,2020,21.16,51.6,50.11,6.51,6.22,164.47,39.74,276.96,2.78,1.54,Drip,69.24,6.96,0.69,1.06
Maize,East,Loamy,Zaid,2021,29.09,179.08,53.6,9.54,6.29,381.72,54.55,131.13,1.71,1.56,Sprinkler,223.66,2.19,5.6,8.73
Rice,East,Peat,Rabi,2020,33.24,50.74,73.1,10.52,7.83,328.26,23.14,72.1,3.65,2.8,Sprinkler,158.09,0.31,0.85,2.37
Rice,West,Peat,Rabi,2015,27.8,23.98,73.34,6.58,8.19,366.44,32.77,275.24,4.98,9.23,Flood,261.22,2.49,0.51,4.73
Cotton,South,Sandy,Rabi,2022,12.48,26.96,44.75,11.99,6.48,324.46,66.47,264.51,4.99,1.88,Sprinkler,60.09,4.11,0.5,0.94
Soybean,South,Sandy,Kharif,2019,24.69,173.13,68.31,6.5,7.46,169.61,11.01,241.09,3.31,7.68,Drip,59.73,8.37,2.35,18.08
Wheat,East,Peat,Kharif,2024,23.92,102.87,71.23,10.92,7.26,274.29,79.35,239.18,2.49,6.64,Rainfed,147.31,2.29,1.79,11.87
Maize,South,Sandy,Zaid,2024,27.94,43.78,89.78,11.85,7.45,341.32,60.06,198.29,0.74,3.53,Sprinkler,218.7,6.78,1.45,5.11
Tomato,North,Silt,Rabi,2018,8.2,304.2,48.37,8.0,7.57,309.14,55.4,118.82,1.2,5.55,Rainfed,199.83,1.79,11.56,64.17
Cotton,West,Sandy,Zaid,2018,40.9,201.63,48.49,4.15,7.84,282.91,58.97,259.54,4.11,16.71,Flood,183.98,4.88,1.14,19.1
Tomato,South,Loamy,Zaid,2024,20.75,36.69,68.63,6.22,8.26,274.96,51.5,138.73,0.73,0.66,Rainfed,155.83,0.85,4.25,2.81
Tomato,East,Silt,Zaid,2023,15.96,218.78,84.3,5.57,7.71,185.96,66.18,299.31,0.64,11.88,Rainfed,205.66,9.73,16.45,195.5
Maize,South,Peat,Kharif,2019,29.98,207.99,43.12,6.68,5.7,392.6,67.19,263.14,4.72,0.94,Drip,146.4,0.71,4.91,4.64
Tomato,East,Peat,Kharif,2023,23.59,51.27,45.05,5.34,5.94,391.92,63.15,291.94,2.48,2.13,Drip,249.57,3.26,10.61,22.61
Cotton,North,Sandy,Rabi,2022,12.61,46.46,46.48,6.05,6.57,302.2,14.38,102.63,4.14,1.29,Sprinkler,135.66,8.65,0.5,0.65
Potato,North,Sandy,Rabi,2020,24.75,56.01,68.17,10.43,5.91,274.21,45.39,86.02,3.31,2.1,Drip,171.96,0.82,8.41,17.64
Potato,North,Silt,Zaid,2020,18.21,56.6,81.12,4.46,6.76,237.53,60.75,193.57,3.5,8.0,Sprinkler,265.55,3.14,8.69,69.58
Potato,North,Loamy,Kharif,2015,22.77,41.71,64.47,9.93,6.98,244.95,68.68,140.35,4.37,3.11,Flood,132.06,4.54,6.19,19.27
Rice,East,Sandy,Kharif,2015,31.76,33.47,49.82,11.61,6.03,270.32,50.55,172.41,3.4,1.81,Flood,188.17,3.72,0.76,1.37
Tomato,South,Silt,Rabi,2024,26.73,40.49,53.93,5.75,6.05,347.71,30.0,281.78,4.86,4.73,Drip,85.75,3.75,9.76,46.2
Rice,North,Loamy,Kharif,2017,16.22,65.79,44.35,8.45,8.04,338.78,22.26,218.19,1.49,1.73,Rainfed,268.52,2.5,0.91,1.57
Rice,East,Sandy,Rabi,2016,29.28,158.74,47.6,7.67,6.55,128.13,44.03,280.18,0.68,2.22,Drip,101.89,2.38,4.43,9.85
Soybean,West,Peat,Rabi,2016,34.83,83.12,63.31,10.08,5.96,246.18,40.1,199.23,5.0,7.84,Drip,149.47,8.28,1.11,8.67
Tomato,Central,Peat,Kharif,2023,26.13,115.48,85.53,8.08,7.0,115.07,12.44,187.79,2.47,9.64,Sprinkler,90.17,0.25,14.64,141.12
Maize,East,Silt,Kharif,2024,7.96,47.11,42.48,9.8,5.83,282.5,29.67,93.37,2.21,8.58,Flood,148.02,7.51,0.77,6.57
Soybean,Central,Silt,Kharif,2016,19.15,133.13,68.29,11.43,6.66,119.85,11.34,256.71,2.86,7.96,Flood,108.61,3.45,1.28,10.23
Rice,Central,Peat,Zaid,2023,31.06,345.69,73.39,11.47,6.3,283.44,57.49,129.39,4.32,15.2,Drip,271.21,7.39,2.57,39.08
Potato,West,Clay,Zaid,2021,32.01,481.61,55.59,6.72,5.74,232.84,28.27,135.85,4.26,14.2,Flood,96.43,3.73,8.9,126.35
Cotton,North,Loamy,Kharif,2020,36.78,26.38,44.62,5.3,7.29,145.14,77.77,161.68,2.76,1.92,Sprinkler,167.74,6.62,0.5,0.96
Rice,Central,Loamy,Kharif,2015,28.73,254.72,80.87,10.06,5.67,102.06,24.87,215.88,2.35,3.07,Flood,271.15,8.96,2.33,7.15
Sugarcane,South,Silt,Zaid,2022,37.17,57.67,74.55,6.17,6.07,155.39,33.95,157.49,4.24,1.14,Sprinkler,233.73,5.31,13.93,15.86
Maize,North,Silt,Kharif,2019,9.7,110.65,61.69,5.32,5.85,264.01,73.17,135.99,3.8,5.87,Sprinkler,282.89,8.21,2.8,16.42
Wheat,South,Clay,Rabi,2019,24.45,127.01,84.92,7.2,6.48,103.24,67.86,250.25,0.97,4.8,Rainfed,166.0,1.19,2.26,10.83
Tomato,East,Clay,Zaid,2018,37.13,23.3,72.94,8.26,5.81,151.76,49.76,124.09,4.72,9.04,Flood,295.89,2.6,2.44,22.07
Sugarcane,North,Loamy,Rabi,2016,29.82,76.43,57.38,4.4,5.66,307.6,42.06,106.63,3.26,1.96,Flood,194.41,3.59,29.55,57.85
Potato,West,Silt,Rabi,2020,24.25,63.2,58.13,10.45,6.48,162.72,15.93,166.67,2.67,9.69,Sprinkler,105.31,3.81,8.6,83.34
Tomato,West,Loamy,Zaid,2019,35.61,193.51,59.23,7.67,6.41,379.77,18.31,283.44,3.58,4.29,Drip,58.16,4.76,27.33,117.3
Potato,North,Silt,Zaid,2017,28.63,374.57,68.11,9.72,5.71,225.3,18.15,203.2,4.72,5.92,Flood,69.2,3.55,12.6,74.58
Sugarcane,North,Clay,Rabi,2019,17.14,71.62,81.68,10.52,7.34,212.04,27.87,76.47,2.1,3.17,Flood,218.96,6.58,14.23,45.03
Tomato,Central,Silt,Kharif,2022,15.38,37.06,81.37,4.34,6.76,150.46,71.55,189.26,1.54,3.99,Flood,232.87,9.58,4.39,17.53
Tomato,North,Loamy,Zaid,2021,21.83,237.32,86.72,11.33,7.41,288.95,38.22,238.1,2.89,6.16,Flood,157.11,7.31,25.95,159.77
Wheat,North,Silt,Rabi,2023,26.87,97.72,82.23,7.45,6.64,374.52,27.58,261.05,2.68,4.11,Sprinkler,127.12,5.73,2.26,9.27
Wheat,South,Peat,Zaid,2022,23.01,24.01,53.6,4.05,8.44,389.72,37.66,232.09,2.06,6.06,Drip,251.36,9.47,0.5,3.06
Maize,North,Sandy,Zaid,2020,19.34,483.9,41.29,8.83,7.48,306.41,18.43,284.63,1.32,5.37,Flood,105.67,3.07,2.23,11.99
Potato,Central,Clay,Zaid,2017,31.84,73.99,48.01,5.37,6.75,327.18,72.86,71.03,2.27,1.03,Rainfed,54.15,6.62,8.06,8.29
Sugarcane,East,Silt,Kharif,2024,21.13,22.4,81.75,11.8,5.91,169.44,70.79,281.62,2.39,0.76,Sprinkler,59.85,5.74,9.66,7.34
Sugarcane,West,Loamy,Zaid,2019,20.1,22.91,69.16,4.09,7.86,191.93,12.82,197.09,2.29,18.71,Sprinkler,186.05,2.75,7.83,146.43
Rice,North,Sandy,Rabi,2023,28.79,66.96,67.49,4.4,6.78,349.71,66.4,106.08,1.52,9.0,Rainfed,282.6,0.95,1.26,11.38
Rice,East,Loamy,Zaid,2022,22.86,61.17,83.53,4.67,6.13,325.74,13.59,173.13,2.49,2.54,Sprinkler,148.64,5.3,1.49,3.77
Cotton,West,Sandy,Kharif,2017,35.63,162.78,47.69,5.19,6.3,208.32,38.59,219.92,0.76,0.68,Drip,147.98,6.97,1.57,1.06
Tomato,South,Silt,Kharif,2020,27.51,122.58,52.99,11.09,8.19,189.19,26.1,152.83,1.58,6.08,Flood,256.52,6.73,15.64,95.08
Rice,Central,Peat,Rabi,2019,16.17,153.92,58.02,9.37,6.31,124.37,79.48,89.05,4.95,19.42,Sprinkler,248.45,6.59,2.13,41.39
Maize,East,Peat,Kharif,2016,22.35,221.07,54.47,7.74,7.36,223.36,39.92,132.57,3.04,10.0,Sprinkler,100.38,9.34,4.2,42.0
Maize,South,Silt,Kharif,2020,26.78,171.19,40.81,10.55,5.62,366.97,79.44,123.52,1.45,7.75,Flood,113.26,8.66,4.26,33.02
Tomato,Central,Sandy,Zaid,2016,35.23,33.46,88.96,9.39,8.04,197.3,57.35,198.56,3.21,6.24,Drip,193.84,4.29,4.57,28.49
Cotton,West,Silt,Zaid,2021,19.12,137.88,51.67,9.0,7.74,165.61,14.2,82.74,3.23,9.97,Rainfed,61.25,7.34,0.57,5.67
Rice,South,Loamy,Zaid,2016,30.77,85.11,86.44,6.66,6.9,104.1,15.71,114.65,0.63,5.49,Rainfed,156.6,5.48,0.65,3.58
Tomato,Central,Loamy,Kharif,2023,33.06,356.11,42.52,11.12,7.23,269.18,45.02,67.35,0.9,5.09,Sprinkler,135.24,9.17,13.09,66.66
Maize,West,Peat,Kharif,2016,14.96,35.46,75.74,6.35,7.08,309.35,73.02,248.05,3.54,6.19,Sprinkler,286.48,2.96,0.92,5.67
Cotton,South,Sandy,Rabi,2018,17.95,128.42,71.69,8.75,5.55,318.63,32.65,216.26,3.0,2.6,Flood,83.64,0.94,1.46,3.8
Cotton,North,Loamy,Kharif,2023,19.3,270.59,72.49,4.83,6.71,318.68,64.59,79.55,0.5,6.73,Flood,139.15,2.54,1.18,7.92
Maize,East,Peat,Zaid,2016,34.36,336.14,68.29,8.12,5.76,264.66,36.6,201.78,2.25,1.87,Sprinkler,73.74,3.15,2.91,5.46
Maize,South,Peat,Zaid,2024,26.07,39.47,89.37,7.55,7.1,362.09,79.69,195.68,4.16,2.48,Flood,126.44,4.03,1.4,3.47
Wheat,North,Clay,Kharif,2024,15.77,34.3,71.62,5.03,7.24,308.03,59.04,238.37,4.43,3.97,Flood,232.56,6.19,0.55,2.17
Soybean,Central,Silt,Zaid,2015,34.1,22.6,54.23,7.54,7.35,354.99,23.74,81.39,4.84,1.07,Rainfed,169.62,5.86,0.5,0.54
Cotton,East,Silt,Kharif,2021,26.57,98.6,51.69,9.1,7.96,112.47,44.87,222.33,1.64,2.34,Flood,203.41,8.98,0.9,2.11
Tomato,North,Clay,Kharif,2022,17.77,107.5,76.51,6.92,7.42,239.85,23.3,225.43,3.0,2.72,Rainfed,277.83,0.21,12.33,33.54
Tomato,West,Sandy,Rabi,2024,16.79,132.6,59.8,10.05,6.86,223.68,75.43,112.72,1.04,4.89,Sprinkler,292.33,3.78,16.81,82.24
Sugarcane,East,Loamy,Rabi,2017,34.84,61.45,65.3,5.3,7.47,399.32,41.62,138.68,2.3,1.11,Flood,270.82,4.15,20.08,22.33
Rice,East,Sandy,Rabi,2016,19.33,124.48,43.07,10.51,8.32,294.63,76.82,87.86,2.65,5.1,Flood,195.43,4.01,2.1,10.74
Tomato,South,Sandy,Kharif,2015,40.63,33.56,59.59,5.3,7.7,162.65,14.1,188.09,3.18,10.78,Flood,194.25,3.45,3.23,34.82
Potato,Central,Silt,Kharif,2017,18.47,103.44,85.4,7.17,6.39,143.04,20.6,158.19,3.18,0.92,Flood,284.89,7.55,9.79,9.01
Sugarcane,South,Sandy,Rabi,2023,25.63,196.28,44.01,7.81,7.39,348.6,64.84,119.27,4.73,1.16,Rainfed,268.78,9.71,45.5,52.96
Tomato,East,Silt,Kharif,2016,28.49,106.9,86.8,9.38,6.94,342.9,76.54,55.52,4.92,0.95,Rainfed,253.6,2.8,12.85,12.21
Tomato,South,Sandy,Zaid,2020,4.74,77.96,72.2,7.05,5.66,279.84,73.17,145.8,1.47,3.42,Drip,62.09,8.2,11.17,38.23
Wheat,East,Silt,Zaid,2022,10.79,180.84,67.73,10.61,7.39,335.32,51.9,153.54,4.81,4.39,Flood,201.27,2.2,2.37,10.4
Wheat,North,Silt,Kharif,2019,33.51,104.77,49.24,4.48,7.31,329.11,46.64,106.69,3.5,0.92,Flood,160.46,1.63,1.63,1.49
Potato,East,Clay,Rabi,2015,21.18,25.25,59.89,8.09,6.95,214.84,68.74,86.33,2.78,0.82,Sprinkler,67.79,5.74,3.08,2.53
Sugarcane,Central,Loamy,Kharif,2021,14.96,230.4,67.89,11.68,5.65,129.4,13.08,96.32,2.94,5.69,Rainfed,61.4,9.46,20.25,115.12
Cotton,Central,Peat,Kharif,2017,21.36,38.62,46.35,4.99,7.06,173.75,35.07,297.38,3.58,15.38,Drip,85.64,3.82,0.55,8.46
Potato,East,Loamy,Zaid,2020,23.25,27.99,40.21,9.36,7.43,223.24,44.28,153.86,0.61,2.54,Sprinkler,94.27,0.98,4.31,10.95
Soybean,Central,Peat,Rabi,2023,37.24,57.89,59.66,5.9,5.79,153.71,65.83,219.39,2.96,3.72,Drip,280.61,0.73,0.67,2.48
Wheat,North,Sandy,Zaid,2020,30.32,63.07,79.12,11.94,6.22,362.29,68.14,106.16,2.3,3.14,Rainfed,294.56,1.81,1.11,3.49
Tomato,South,Peat,Zaid,2017,34.77,74.47,68.92,10.66,7.91,359.93,14.17,223.01,1.13,3.19,Flood,187.15,4.03,10.35,33.0
Sugarcane,South,Silt,Zaid,2019,17.99,586.25,46.76,9.4,6.69,139.9,21.11,287.32,4.46,12.38,Flood,297.88,2.08,25.33,313.48
Tomato,Central,Loamy,Rabi,2015,23.42,74.2,57.89,8.75,7.23,148.44,43.02,188.37,3.07,1.68,Flood,235.57,0.25,9.68,16.26
Sugarcane,North,Silt,Zaid,2019,41.54,171.51,68.19,6.09,7.58,270.22,65.74,233.76,3.25,3.85,Drip,83.3,2.61,48.89,188.19
Tomato,East,Peat,Zaid,2018,27.77,53.99,40.32,7.97,6.36,320.38,11.68,196.21,4.74,1.46,Drip,167.91,0.91,12.52,18.26
Tomato,South,Peat,Zaid,2024,45.09,99.97,60.37,8.17,8.19,158.89,11.58,265.42,3.1,11.57,Rainfed,199.24,8.1,6.79,78.48
